Item Name,Description,Mfg Part #,Category,Rate,Item Type
Outdoor Blower Motor - 700,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,2170.60000,Non Inventory
Outdoor Blower Motor - 900,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,2684.88000,Non Inventory
Outdoor Control Board,Procurement of OEM replacement printed circuit board assemblies for Daikin RXN24 system. Includes:\CR- 1x Printed Circuit Assembly – Part No. 248457\CR- 1,,Service:Service Repairs:Defrost Controls,1872.75000,Inventory
Outdoor Fan Blade Stand-Alone,REPLACE OUTDOOR FAN BLADE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE FAN BLADE -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Motors,515.40000,Non Inventory
Outdoor Fan Blade w/ Mtr Repair,REPLACE OUTDOOR FAN BLADE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE FAN BLADE -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Motors,321.08000,Non Inventory
Outdoor Unit,,,Sales:Equipment Install,0.00000,Inventory
Outdoor Unit Precision Cleaning,PERFORM PRECISION CLEANING TO OUTDOOR COIL COMPLETE INCLUDING -1) USE OF NON-CORROSIVE CHEMICALS TO CLEAN AWAY ALL DIRT & DEBRIS -2) REMOVE THE NECESS,,Service:Service Repairs:Precision Cleanings,305.33000,Non Inventory
Package Heat Pump Defrost Ctrl,REPLACE DEFROST CONTROL CIRCUIT BOARD COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE BOARD  -2) MONITOR SYSTEM PERFORMANCE UPON COMPLETION OF,,Service:Service Repairs:Circuit Boards,539.47000,Non Inventory
Package Unit Door Filter Access,"INSTALL TRANE PACKAGE UNIT FILTER ACCESS DOOR WITH 2"" FILTER RACK\CR",,,856.37000,Non Inventory
Part,,,,0.00000,Non Inventory
Payne Furnace Control Board,REPLACE FURNACE FAN & IGNITION CONTROL BOARD COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENS,,Service:Service Repairs:Gas Furnace Repairs:Circuit Boards,607.39000,Non Inventory
Perfect Fit Filter Change,"INSTALL NEW 4"" / 5"" PERFECT FILTERS INCLUDING \CR- REMOVAL & DISPOSAL OF OLD FILTERS",,Sales:Indoor Air Quality,105.79000,Non Inventory
Pilot Assembly,REPLACE PILOT ASSEMBLY COMPLETE INCLUDING RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECORD ALL SYSTEM DATA,,Service:Service Repairs:Gas Furnace Repairs,247.44000,Non Inventory
Pilot Re-Ignition Control,INSTALL PILOT REIGNITION SYSTEM COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF ORIGINAL STANDING PILOT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PRO,,Service:Service Repairs:Gas Furnace Repairs,429.60000,Non Inventory
Pineland-Maintenance Agreement,Giesbrecht Maintenance Program 1 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance,905.00000,Non Inventory
Pleated 4 Filters 20X20,1 CASE OF 20X20X4 PLEATED FILTERS,,Service:Service Repairs,292.48000,Inventory
Pleated 4 Filters 25x25,1 CASE OF 25X25X4 PLEATED FILTERS,,Service:Service Repairs,641.28000,Non Inventory
Poolwerx Quarterly Contract,Giesbrecht Maintenance Program 2\CRUnits\CRThis Program Includes the Following\CR­ 12 MONTH COVERAGE\CR4 PRECISION TUNE­UPS EACH\CRYEAR .\CR­ LOWER UTILITY BILLS,,,768.00000,Non Inventory
Precison Cleaning,,,,0.00000,Non Inventory
Pre-Maintenance Inspection,PERFORM HVAC PRE-MAINTENANCE INSPECTION COMPLETE INCLUDING *MONITOR SYSTEM PERFORMANCE *MONITOR REFRIGERANT DATA & RECORD DATA *ON THIS VISIT WE WILL,,Service:Service Repairs:Inspections,209.00000,Inventory
Pressure Switch,REPLACE PRESSURE SWITCH CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OP,,Service:Service Repairs:Gas Furnace Repairs,351.80000,Non Inventory
Prevenative service,REPLACE RUN DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSOR,,,153.70000,Non Inventory
Prevenative service downstai...,REPLACE RUN DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSOR,,,153.70000,Non Inventory
Prevenative service upstairs...,REPLACE RUN DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSOR,,,153.70000,Non Inventory
preventative service,INSTALL NEW HONEYWELL PRO 8000 COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLETION TO,,,399.00000,Non Inventory
preventative service 1,,,,155.85000,Non Inventory
Preventive Maintenance,,,Maintenance,229.00000,Inventory
Preventive Service,,,,204.35000,Non Inventory
pro 6000 thermostat,lifetime warranty,,,199.00000,Non Inventory
Property Management Company,"15-25% based on units \CRAnnual service agreement \CR5+ units: 15%, 20+ units: 20%, 50+: 25%\CR",,,15.00000,Discount
Proposal Essential SGA,Install [ton] [Make] [type] System Including:\CR\CR- __ TON straight cool gas system with single-speed blower and standard gas valve\CR- Basic air filter wi,,Sales,0.00000,Inventory
Proposal Essential SHP,Install [ton] [Make] [type] System Including:\CR\CR- __ TON heat pump system with single-stage compressor and PSC blower motor\CR- Basic filtration and stan,,Sales,0.00000,Inventory
Proposal Premium SGA,Install [ton] [Make] [type] System Including:\CR\CR- High-efficiency __ TON straight cool system with multi-speed blower and two-stage gas valve\CR- Standar,,Sales,0.00000,Inventory
Proposal Premium SHP,Install [ton] [Make] [type] System Including:\CR\CR- High-efficiency __ TON heat pump with multi-stage compressor and ECM blower motor\CR- Standard filtrati,,Sales,0.00000,Inventory
Proposal Pro - Assembly,,,Proposal Pro,0.00000,Assembly
Proposal Pro - Bulk Part,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Commission,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Common Part,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Discount,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Equipment,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Financial,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Service,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Special Part,,,Proposal Pro,0.00000,Non Inventory
Proposal Pro - Upgrade,,,Proposal Pro,0.00000,Non Inventory
Proposal Ultimate SGA,Install [ton] [Make] [type] System Including:\CR\CR- High-efficiency __ TON straight cool system with variable-speed blower motor and modulating gas valve,,Sales,0.00000,Inventory
Proposal Ultimate SHP,Install [ton] [Make] [type] System Including:\CR\CR- High-efficiency __ TON heat pump with inverter-driven compressor and variable-speed blower\CR- Advanced,,Sales,0.00000,Inventory
PSC Indoor Blower Motor,REPLACE FAN MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECOR,,Service:Service Repairs:Motors,899.64000,Non Inventory
PSC Outdoor Fan Motor,REPLACE FAN MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECOR,,Service:Service Repairs:Motors,899.64000,Non Inventory
Quarterly Maintenance,,,,49.75000,Non Inventory
Quarterly Maintenance Plan,,,,94.50000,Inventory
Quarterly Maintenance Plan OMF,PERFORM QUARTERLY HVAC INSPECTION FOR 1) A/C SYSTEM INCLUDING 1) MONITOR REFRIGERANT LEVELS 2) PERFORM INSPECTION OF COILS AND  OUTDOOR UNIT 3)REPLACE,,Maintenance:Maintenance Program,156.00000,Non Inventory
R-30 Cellulose Insulation,INSTALL R-30 STABILIZED CELLULOSE INSULATION IN ATTIC COMPLETE \CR,,Sales:Insulation Services,0.00000,Non Inventory
R-38 Cellulose Insulation,INSTALL R-38 STABILIZED CELLULOSE INSULATION IN ATTIC COMPLETE \CR,,Sales:Insulation Services,0.00000,Non Inventory
R-40 Cellulose Insulation,INSTALL R-40 STABILIZED CELLULOSE INSULATION IN ATTIC,,Sales:Insulation Services,0.00000,Inventory
Ranco Digital Thermostat Ctrls,INSTALL RANCO DIGITAL CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPER,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers:Thermostat,471.40000,Non Inventory
Reach-In Cooler/Freezer,Service Call & Diagnostic for Reach-In Cooler/Freezer,,,300.00000,Inventory
RECONNECT BRANCH DUCT LINE C...,,,,200.00000,Non Inventory
Reconnect-A-Duct,RECONNECT BRANCH DUCT LINE COMPLETE,,Service:Service Repairs:Ductwork Repairs / Modifications,200.00000,Non Inventory
Refrig Leak Repair 1st Leak,REPAIR REFRIGERANT LEAK IN SYSTEM COMPLETE INCLUDING -1) RECLAIM ALL REFRIGERANT FROM SYSTEM -2) REPAIR LEAK WITH TORCH AND SOLDER -3) PRESSURE TEST A,,Service:Service Repairs:Refrigerant,428.67000,Non Inventory
Refrig Leak Repair 2nd Leak,REPAIR REFRIGERANT LEAK IN SYSTEM COMPLETE INCLUDING -1) RECLAIM ALL REFRIGERANT FROM SYSTEM -2) REPAIR LEAK WITH TORCH AND SOLDER -3) PRESSURE TEST A,,Service:Service Repairs:Refrigerant,515.49000,Non Inventory
Refrig Leak Repair 3rd Leak,REPAIR REFRIGERANT LEAK IN SYSTEM COMPLETE INCLUDING -1) RECLAIM ALL REFRIGERANT FROM SYSTEM -2) REPAIR LEAK WITH TORCH AND SOLDER -3) PRESSURE TEST A,,Service:Service Repairs:Refrigerant,602.32000,Non Inventory
Refrig Leak Repair 4th Leak,REPAIR REFRIGERANT LEAK IN SYSTEM COMPLETE INCLUDING -1) RECLAIM ALL REFRIGERANT FROM SYSTEM -2) REPAIR LEAK WITH TORCH AND SOLDER -3) PRESSURE TEST A,,Service:Service Repairs:Refrigerant,689.15000,Non Inventory
Refrig Service Valves 3/8-7/8,REPLACE SERVICE VALVES COMPLETE INCLUDING -1) EVACUATE SYSTEM OF REFRIGERANT AND VACUUM -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Valves,522.07000,Non Inventory
Re-Insulate Plenum,RE-INSULATE SUPPLY / RETURN PLENUM COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE INSULATION -2) NEW WATER PROOF INSULATION -3) MASTIC SEAL AL,,Service:Service Repairs:Ductwork Repairs / Modifications,600.00000,Non Inventory
Re-Insulate Plenum (Diff Acc),RE-INSULATE SUPPLY / RETURN PLENUM COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE INSULATION -2) NEW WATER PROOF INSULATION -3) MASTIC SEAL AL,,Service:Service Repairs:Ductwork Repairs / Modifications,666.67000,Non Inventory
Relay Lightning Damage,REPLACE MAIN OUTDOOR RELAY AND START/RUN CAPACITOR THAT MAY HAVE ALSO BEEN DAMAGED BY LIGHTNING. \CR\CR **INSTALL NEW START CAPACITOR KIT THAT HAS ALSO BE,,Service:Service Repairs:Insurance : Lightning Repairs,709.69000,Non Inventory
Relocate Outdoor Unit,RELOCATE OUTDOOR UNIT OVER AS REQUESTED COMPLETE INCLUDING\CR- RECLAIM ALL REFRIGERANT FROM SYSTEM\CR- RE PIPE & RECONNECT TO COPPER REFRIGERANT TUBING\CR-,,Sales:Equipment Install,0.00000,Non Inventory
Relocate Thermostat,,,,0.00000,Inventory
Relocate Unit,,,Sales,0.00000,Non Inventory
Relocate Vent,,,,0.00000,Inventory
Relocate-A-Vent 1st Vent,"RELOCATE VENT COMPLETE INCLUDING -1) REMOVAL OF VENT FROM EXISTING LOCATION -2) ADD FLEXIBLE DUCTWORK, ELBOW, BOOT & DAMPERED TAKE-OFF AS NEEDED",,Service:Service Repairs:Ductwork Repairs / Modifications,550.00000,Non Inventory
Relocate-A-Vent 2nd Vent,"RELOCATE VENT COMPLETE INCLUDING -1) REMOVAL OF VENT FROM EXISTING LOCATION -2) ADD FLEXIBLE DUCTWORK, ELBOW, BOOT & DAMPERED TAKE-OFF AS NEEDED",,Service:Service Repairs:Ductwork Repairs / Modifications,550.00000,Non Inventory
Relocate-A-Vent 3rd vent/add,"RELOCATE VENT COMPLETE INCLUDING -1) REMOVAL OF VENT FROM EXISTING LOCATION -2) ADD FLEXIBLE DUCTWORK, ELBOW, BOOT & DAMPERED TAKE-OFF AS NEEDED",,Service:Service Repairs:Ductwork Repairs / Modifications,550.00000,Non Inventory
Rent or Lease,,,,0.00000,Non Inventory
REPLACE FAN RELAY,REPLACE FAN RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECOR,,Service:Service Repairs:Relays,228.64000,Non Inventory
Replace Outdoor Coil,REPLACE CONDENSER/OUTDOOR COIL COMPLETE INCLUDING \CR* Reclaim all refrigerant from system \CR* Removal & Disposal of Defective Evaporator Coil \CR* Install,,Sales,0.00000,Non Inventory
Replace Return Duct,REPLACE SUPPLY & RETURN DUCTING THAT WAS DAMAGED BY WATER LEAK COMPLETE INCLUDING\CR- REMOVAL & DISPOSAL OF DEFECTIVE DUCTING\CR- INSTALLATION OF NEW DUCT,,Sales:New Ductwork,0.00000,Non Inventory
Replace Return Grille,,,Ventilation Products,0.00000,Non Inventory
Restaurants,15% off commercial service \CRQuarterly maintenance plans \CRMultiple locations: additional 5%\CR,,,15.00000,Discount
Retail,15-25% based on units \CRAnnual service agreement\CRChain discounts for 3+ locations\CR\CR,,,15.00000,Discount
Retro-Fit Installation,,,,11333.33000,Non Inventory
Return Trip Lightning Damage,RETURN TRIP TO REMOVE SUCTION LINE REFRIGERANT FILTER ACCORDING TO MANUFACTURERS RECOMMENDATION. THIS WILL INVOLVE COMPLETE EVACUATION AND REMOVAL OF,,Service:Service Repairs:Insurance : Lightning Repairs,793.33000,Non Inventory
Returned Check Fee,,,,40.00000,Non Inventory
Reversing Valve,REPLACE REVERSING VALVE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE VALVE -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION &,,Service:Service Repairs:Valves,1285.81000,Non Inventory
Rheem Gas Burner Assembly,REPLACE GAS FURNACE BURNER ASSEMBLY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE BURNERS -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPE,,Service:Service Repairs:Gas Furnace Repairs,971.28000,Non Inventory
Rheem/Rudd Positive Pressure,REPLACE COMBUSTION VENT MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE MOTOR -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Gas Furnace Repairs:Motors,788.31000,Non Inventory
Rheem-Rudd Furnace Board,REPLACE FURNACE FAN & IGNITION CONTROL BOARD COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENS,,Service:Service Repairs:Gas Furnace Repairs:Circuit Boards,817.67000,Non Inventory
Rush Truck Maintenance,Giesbrecht Maintenance Program 4 Units\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- QUARTERLY FILTER CHANGES\CR- 1 BELT CHANGE\CR- 1 PRECISIO,,Maintenance:Maintenance Program,1498.00000,Non Inventory
Safety Modification,PERFORM GAS APPLIANCE SAFETY MODIFICATION COMPLETE INCLUDING \CR*INSTALL LOW LEVEL CARBON MONOXIDE MONITOR \CR*INSTALL BAROMETRIC DAMPER IN COMBUSTION V,,Service:Service Repairs:Gas Combustion,820.51000,Non Inventory
Sales,,,,0.00000,Non Inventory
Saturday Service Call,SATURDAY SERVICE CALL & DIAGNOSIS TIME,,Service:Service Repairs:Service Call & Diagnosis,229.00000,Non Inventory
Schools,15% educational discount \CRSchool year contracts \CRDistrict-wide contracts: 25%\CR,,,15.00000,Discount
Scotsman Ice Level Sensor,REPLACE ICE LEVEL SENSOR COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF EXISITNG SENSOR  -2) MONITOR REFRIGERANT LEVEL OF MACHINE  -3) MONITOR ICE MACH,,Service:Service Repairs:Ice Machine,650.07000,Non Inventory
Scottsman Ice Level Sensor,REPLACE ICE LEVEL SENSOR COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF EXISITNG SENSOR  -2) MONITOR REFRIGERANT LEVEL OF MACHINE  -3) MONITOR ICE MACH,,Service:Service Repairs:Ice Machine,650.07000,Non Inventory
Sediment Trap,INSTALL SEDIMENT TRAP COMPLETE INCLUDING -1)INSTALLATION OF SAFETY CUT-OFF VALVE BEFORE TRAP -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPER,,Service:Service Repairs:Gas Piping Repairs,235.03000,Non Inventory
Semi-Annual Maintenance,GIESBRECHT MAINTENANCE PROGRAM\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR- LOWER U,,,378.00000,Non Inventory
Semi-Annual Maintenance Plan,,,,187.50000,Non Inventory
Semi-Annual Resid...,,,,94.50000,Non Inventory
Semi-Annual Residen...,,,,16.58000,Non Inventory
Seniors / Non-Profits,"Eligibility: Ages 55+, 501(c)(3) Organizations, Religious Institutions\CRVerification: ID showing birthdate, Tax-exempt certificate",,,10.00000,Discount
Service Agreement Payment Ma...,,,,609.00000,Non Inventory
Service Charge,,,,43.37000,Non Inventory
Service New Item,,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers,0.00000,Non Inventory
Service Upgrage,INSTALL THERMOSTAT COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT  -2) RUN TEST SYSTEM IN HEATING AND COOLING MODES TO ENSURE CORRE,,,199.00000,Non Inventory
Service Visit,,,,127.00000,Non Inventory
Services,,,,0.00000,Non Inventory
Single Run Capacitor,REPLACE RUN DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSOR,,Service:Service Repairs:Capacitors,258.96000,Non Inventory
Single Zone Mini Split,INSTALL SINGLE ZONE MINI SPLIT SYSTEM COMPLETE,,Sales:Samsung Mini Splits,0.00000,Non Inventory
Soft Start,,,,0.00000,Non Inventory
Spark Igniter,INSTALL SPARK IGNITER INCLUDING \CR-1) REMOVAL & DISPOSAL OF DEFECTIVE PART \CR-2) 1 YR. REPLACEMENT COVERAGE BY GIESBRECHT,,Service:Service Repairs:Gas Furnace Repairs,317.13000,Non Inventory
Spark Ignition Control Board,REPLACE ELECTRONIC IGNITION CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPE,,Service:Service Repairs:Gas Furnace Repairs:Circuit Boards,574.40000,Non Inventory
SPDT Fan Relay,REPLACE FAN RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE RELAY -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECORD,,Service:Service Repairs:Relays,208.31000,Non Inventory
Standard 1 Filter 12X25 White,1 CASE OF 12X25X1 WHITE FILTERS,,Service:Service Repairs,0.00000,Inventory
Standard 1 Filter 15X30-5/8,1 CASE OF 15X30-5/8X1 FILTERS,,Service:Service Repairs,60.80000,Inventory
Standard 1 Filters 10X14,1 CASE OF 10X14X1 FILTERS,,,0.00000,Inventory
Standard 1 Filters 10X20,1 CASE OF 10X20X1 FILTERS,,Service:Service Repairs,65.92000,Inventory
Standard 1 Filters 10X24,1 CASE OF 10X24X1 FILTERS,,Service:Service Repairs,69.12000,Inventory
Standard 1 Filters 12X12,1 CASE OF 12X12X1 FILTERS,,Service:Service Repairs,64.00000,Inventory
Standard 1 Filters 12x20,1 CASE OF 12X20X1 FILTERS,,Service:Service Repairs,62.08000,Non Inventory
Standard 1 Filters 12X22,1 CASE OF 12X22X1 FILTERS,,Service:Service Repairs,41.28000,Inventory
Standard 1 Filters 12x24,1 CASE OF 12X24X1 FILTERS,,Service:Service Repairs,62.72000,Non Inventory
Standard 1 Filters 12X25,1 CASE OF 12X25X1 FILTERS,,Service:Service Repairs,41.28000,Inventory
Standard 1 Filters 14X14,1 CASE OF 14X14X1 FILTERS,,Service:Service Repairs,79.04000,Inventory
Standard 1 Filters 14x20,1 CASE OF 14X20X1 FILTERS,,Service:Service Repairs,61.12000,Non Inventory
Standard 1 Filters 14X24,1 CASE OF 14X24X1 FILTERS,,Service:Service Repairs,83.20000,Inventory
Standard 1 Filters 14X25,1 CASE OF 14X25X1 FILTERS,,Service:Service Repairs,64.00000,Inventory
Standard 1 Filters 14X30,1 CASE OF 14X30X1 FILTERS,,Service:Service Repairs,92.16000,Inventory
Standard 1 Filters 15x30,1 CASE OF 15X30X1 FILTERS,,Service:Service Repairs,60.80000,Non Inventory
Standard 1 Filters 16X16,1 CASE OF 16X16X1 FILTERS,,Service:Service Repairs,64.96000,Inventory
Standard 1 Filters 16X18,1 CASE OF 16X18X1 FILTERS,,Service:Service Repairs,0.00000,Inventory
Standard 1 Filters 16X20,1 CASE OF 16X20X1 FILTERS,,Service:Service Repairs,57.28000,Inventory
Standard 1 Filters 16X24,1 CASE OF 16X24X1 FILTERS,,Service:Service Repairs,83.20000,Inventory
Standard 1 Filters 16x25,1 CASE OF 16X25X1 FILTERS,,Service:Service Repairs,61.76000,Non Inventory
Standard 1 Filters 18X20,1 CASE OF 18X20X1 FILTERS,,Service:Service Repairs,82.24000,Inventory
Standard 1 Filters 20x20,1 CASE OF 20X20X1 FILTERS,,Service:Service Repairs,61.76000,Non Inventory
Standard 1 Filters 20x24,1 CASE OF 20X24X1 FILTERS,,Service:Service Repairs,83.84000,Non Inventory
Standard 1 Filters 20x25,1 CASE OF 20X25X1 FILTERS,,Service:Service Repairs,69.12000,Non Inventory
Standard 1 Filters 24x24,1 CASE OF 24X24X1 FILTERS,,Service:Service Repairs,91.84000,Non Inventory
Standard 1 Filters 24x30,1 CASE OF 24X30X1 FILTERS,,Service:Service Repairs,96.00000,Non Inventory
Standard 1 Filters 25x25,1 CASE OF 25X25X1 FILTERS,,Maintenance:Filters,94.72000,Non Inventory
Standard 1 Filters 25x30,1 CASE OF 25x30x1 FILTERS,,Service:Service Repairs,0.00000,Inventory
Standard 1 Filters 30x30,1 CASE OF 30X30X1 FILTERS,,Service:Service Repairs,308.16000,Non Inventory
Standard 1 Filters 5-3/4X13-7/8,1 CASE OF 5-3/4X13-7/8 FILTERS,,Maintenance:Filters,240.96000,Inventory
Standard 1 Filters 6X30,1 CASE OF 6X30X1 FILTERS,,Maintenance:Filters,211.84000,Inventory
Standard Filter Maintenance,1 CASE OF STANDARD 16*16*2 FILTERS (12 PER CASE) $54.40\CR1 CASE OF STANDARD 20*20*1 FILTERS (12 PER CASE) $36.92,,Maintenance:Filters,0.00000,Inventory
Standard Return Seal,"AIR SEAL RETURN BOX COMPLETE INCLUDING -1) APPLY MASTIC SEALANT TO ALL CRACKS, JOINTS, & SEAMS -2) 100% AIRTIGHT SEAL GUARANTEE",,Service:Service Repairs:Ductwork Repairs / Modifications,500.00000,Non Inventory
Start Capacitor,REPLACE START DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSO,,Service:Service Repairs:Capacitors,339.80000,Non Inventory
Suction Pressure Transducer,INSTALL SUCTION PRESSURE TRANSDUCER COMPLETE INCLUDING - REMOVAL & DISPOSAL OF DEFECTIVE TRANSDUCER - MONITOR PERFORMANCE OF SYSTEM TO ENSURE PROPER O,,Service:Service Repairs:Transducers,744.50000,Non Inventory
Sunday Service Call,SUNDAY SERVICE CALL & DIAGNOSIS TIME,,Service:Service Repairs:Service Call & Diagnosis,229.00000,Non Inventory
Supco No Drop Condensate Trap,,,Service:Service Repairs:Condensate,0.00000,Inventory
Supply Duct Re-Insulation,Professional re-insulation of all supply ductwork to maximize energy efficiency and prevent\CRcondensation issues.\CRWhat's Included:\CR• Complete removal o,,Service:Service Repairs:Ductwork Repairs / Modifications,5850.00000,Non Inventory
System Breakdown,,,Maintenance,0.00000,Non Inventory
System Inspection,PERFORM ONE TIME INSPECTION FOR 1) A/C SYSTEM INCLUDING -1) MONITOR REFRIGERANT LEVELS -2) PERFORM INSPECTION OF COILS AND CLEANING TO OUTDOOR UNIT AS,,Maintenance,109.00000,Non Inventory
Taco Water Pump,REPLACE TACO CIRCULATING PUMP COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PUMP -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATI,,Service:Service Repairs:Pumps,627.81000,Non Inventory
Tax,,,,0.00000,Non Inventory
Teachers / Government,"Eligible: K-12 Teachers, College Instructors, School Staff, Administrators, Federal, State, City/County Workers\CRVerification: School ID, Pay stub, Gov",,,12.00000,Discount
TED   The Energy Detective,INSTALL THE ENERGY DETECTIVE SYSTEM COMPLETE INCLUDING -1) INSTALLATION OF ALL WIRING TO CONTROL -2) SET-UP OF ENTIRE SYSTEM -3) 1 YR. STANDARD REPLAC,,Service:Service Repairs:Energy Management Solutions:Home Performance Services,989.87000,Non Inventory
Test - Sales Assembly,,,Sales:Equipment Install,18861.00000,Assembly
Thermal Expansion Valve,INSTALL NEW REFRIGERANT REGULATING VALVE COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR* Reclaim refrigerant from the system\CR* Remov,,Service:Service Repairs:Valves,1308.88000,Non Inventory
Thermocouple,REPLACE THERMOCOUPLE ON GAS FURNACE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PART -2) RE-LIGHT THE FURNACE AND RUN TEST THE SYSTEM -3) 9,,Service:Service Repairs:Gas Furnace Repairs,177.33000,Non Inventory
Thermostat,,,,0.00000,Inventory
Throw Away 1 Filter 10X30,1 CASE OF 10X30 THROW AWAY FILTERS,,Maintenance:Filters,38.08000,Inventory
