Item Name,Description,Mfg Part #,Category,Rate,Item Type
3 Ton IN 16 SGA,INSTALL 3 TON INFINITY 16 SEER  CARRIER A/C GAS FURNACE\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Increased Humidity R,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Inventory
Heating / Cooling Tune-Up,PERFORM CLEAN & CHECK COOLING TUNE-UP FOR 1) A/C SYSTEM INCLUDING -1) MONITOR REFRIGERANT LEVELS -2) PERFORM INSPECTION OF COILS AND CLEANING TO OUTDO,,Maintenance,199.00000,Non Inventory
#6-2 Romex Wire 10',INSTALL #6-2 ROMEX COMPLETE INCLUDING  -1) CONNECTION TO APPLIANCE FROM SERVICE DISCONNECT -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE ON ALL WORKMANSHI,,Service:Service Repairs:Electrical Repairs,218.11000,Non Inventory
#6-2 Romex Wire 20',INSTALL #6-2 ROMEX COMPLETE INCLUDING  -1) CONNECTION TO APPLIANCE FROM SERVICE DISCONNECT -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE ON ALL WORKMANSHI,,Service:Service Repairs:Electrical Repairs,446.02000,Non Inventory
#6-2 Romex Wire 30',INSTALL #6-2 ROMEX COMPLETE INCLUDING  -1) CONNECTION TO APPLIANCE FROM SERVICE DISCONNECT -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE ON ALL WORKMANSHI,,Service:Service Repairs:Electrical Repairs,654.73000,Non Inventory
#6-2 Romex Wire 40',INSTALL #6-2 ROMEX COMPLETE INCLUDING  -1) CONNECTION TO APPLIANCE FROM SERVICE DISCONNECT -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE ON ALL WORKMANSHI,,Service:Service Repairs:Electrical Repairs,873.05000,Non Inventory
#6-2 Romex Wire 50',INSTALL #6-2 ROMEX COMPLETE INCLUDING  -1) CONNECTION TO APPLIANCE FROM SERVICE DISCONNECT -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE ON ALL WORKMANSHI,,Service:Service Repairs:Electrical Repairs,1091.36000,Non Inventory
#6-2 Romex Wire 60',INSTALL #6-2 ROMEX COMPLETE INCLUDING  -1) CONNECTION TO APPLIANCE FROM SERVICE DISCONNECT -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE ON ALL WORKMANSHI,,Service:Service Repairs:Electrical Repairs,1309.67000,Non Inventory
$87 Tune-Up,$87 TUNEUP & DIAGNOSE SYSTEM,,Service:Service Repairs:Service Call & Diagnosis,0.00000,Non Inventory
1 & 2 Pole Contactors,REPLACE MAIN OUTDOOR RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE RELAY -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Relays,469.96000,Non Inventory
1 Case Dynamic Media Filters,,,,132.00000,Inventory
1 Ton IN 18 SHP,INSTALL 1 TON INFINITY 18 SEER 5\CRSTAGE CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*5 Stage Compressor Variable Speed\CRIndoor Fan\CR*,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,15060.00000,Inventory
1.5 Ton Carrier SHP, - High-efficiency 1.5 Ton Carrier Small Heat Pump (SHP) unit\CR- Environmentally friendly R-410A refrigerant\CR- Quiet operation with variable-speed fan m,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,0.00000,Inventory
1.5 Ton CO 15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
1.5 Ton IN 18 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
1.5 Ton IN 24 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
1.5 Ton PDS,1.5 Ton PREMIUM SUPPLY & RETURN DUCTING SYSTEM\CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING SUPPLY & RETURN SYSTEM \CR-DAILY JOB-SITE,,Sales:New Ductwork,0.00000,Non Inventory
1.5 Ton PE 16 SHP,INSTALL 1.5 TON PERFORMANCE 16 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remo,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,8556.00000,Inventory
1.5 Ton PE 17 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
1.5 Ton XL15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,14996.00000,Non Inventory
1.5 Ton XL15 SHP,,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,16071.00000,Non Inventory
1.5 Ton XR14 RunTru SHP,INSTALL 1.5 TON XR14 SEER SINGLE SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable,,Sales:Run Tru:RunTru Split Heat Pump,11236.41000,Non Inventory
1.5 Ton XR14 SGA,INSTALL 1.5 TON XR14 A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Comfort,,Sales:Trane:Split Gas A/C,13425.00000,Non Inventory
1.5 Ton XR14 SHP,INSTALL 1.5 TON XR14 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable,,Sales:Trane:Split Heat Pump,13101.00000,Non Inventory
1.5 Ton XR15 RunTru SHP,INSTALL 1.5 TON XR15 SEER SINGLE SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR,,Sales:Run Tru:RunTru Split Heat Pump,12480.76000,Non Inventory
1.5 Ton XR15 SGA,INSTALL 1.5 TON XR15 A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humidif,,Sales:Trane:Split Gas A/C,14165.00000,Non Inventory
1.5 Ton XR15 SHP,INSTALL 1.5 TON XR15 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*,,Sales:Trane:Split Heat Pump,15252.00000,Non Inventory
10 Mil Deluxe Encapsulation,INSTALL 10 MIL DELUXE ENCAPSULATION SYSTEM COMPLETE INCLUDING \CR-REMOVAL & DISPOSAL OF EXISTING DEBRIS FROM CRAWLSPACE AREA\CR-SEAL OFF ALL HOUSE VENTS,,Sales,0.00000,Non Inventory
10 Mil Moisture Barrier,,,,1254.00000,Inventory
10 TON PHP,INSTALL 12.5 TON TRANE PACKAGE UNIT HEAT PUMP COMPLETE INCLUDING,,Sales:Trane:Packaged Heat Pump,12832.56000,Non Inventory
10 TON RTU,INSTALL 10 TON CARRIER PACKAGE ROOFTOP HEAT PUMP UNIT COMPLETE INCLUDING,,Sales:Carrier - Turn to the experts:Roof Top Unit,13379.04000,Non Inventory
10 Ton Split System,INSTALL 10 TON TRANE HEAT PUMP SYSTEM COMPLETE,,Sales:Trane:Split Heat Pump,0.00000,Non Inventory
10 TON SSHP,INSTALL 10 TON TRANE SPLIT SYSTEM HEAT PUMP COMPLETE INCLUDING,,Sales:Trane:Split Heat Pump,12197.52000,Non Inventory
10% Discount,10% Preferred Client Discount,,Service:Discounts,10.00000,Discount
1000-Refrigerant,"ADD CORRECT AMOUNT OF REFRIGERANT COMPLETE INCLUDING -1) MONITOR REFRIGERANT LEVELS, MEASURE TEMPERATURES & PRESSURES -2) RECORD ALL DATA FOR FUTURE R",,Service:Service Repairs:Refrigerant,1105.04000,Non Inventory
100-Refrigerant,"ADD CORRECT AMOUNT OF REFRIGERANT COMPLETE INCLUDING -1) MONITOR REFRIGERANT LEVELS, MEASURE TEMPERATURES & PRESSURES -2) RECORD ALL DATA FOR FUTURE R",,Service:Service Repairs:Refrigerant,190.88000,Non Inventory
10-2 High Voltage Wire 30',REPLACE 10-2 HIGH VOLTAGE WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPER,,Service:Service Repairs:Electrical Repairs,450.27000,Inventory
1100-Refrigerant,"ADD CORRECT AMOUNT OF REFRIGERANT COMPLETE INCLUDING -1) MONITOR REFRIGERANT LEVELS, MEASURE TEMPERATURES & PRESSURES -2) RECORD ALL DATA FOR FUTURE R",,Service:Service Repairs:Refrigerant,1211.71000,Non Inventory
115 Volt Condensate Pump,REPLACE CONDENSATE PUMP COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PUMP -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & R,,Service:Service Repairs:Condensate,671.32000,Non Inventory
12 MIL Crawlspace Encapsulation,INSTALL 12 MIL DELUXE ENCAPSULATION SYSTEM COMPLETE INCLUDING \CR-REMOVAL & DISPOSAL OF EXISTING DEBRIS FROM CRAWLSPACE AREA\CR-SEAL OFF ALL HOUSE VENTS,,Sales,0.00000,Non Inventory
"""12,000 BTU Carrier Mini Split""",,,Sales,0.00000,Non Inventory
"""12,000 BTU Motel Unit""","INSTALL 12,000 BTU HEAT PUMP MOTEL UNIT COMPLETE \CR- REMOVAL & DISPOSAL OF EXISTING UNIT \CR- CONNECT TO HIGH VOLTAGE WIRING INCLUDING INSTALLING NEW R",,Sales:Amana - Motel Units,1446.00000,Non Inventory
"""12,000 Carrier Mini-Split""","INSTALL 12,000 BTU CARRIER MINI SPLIT SYSTEM COMPLETE INCLUDING\CR\CRMOUNT INDOOR UNIT TO WALL IN DESIRED LOCATION\CRINSTALL AND CONNECT ALL COPPER REFRIGER",,Sales:Carrier - Turn to the experts:Carrier Ductless Mini Split,5541.43000,Inventory
12.5 TON PHP,INSTALL 12.5 TON TRANE PACKAGE UNIT HEAT PUMP COMPLETE INCLUDING,,Sales:Trane:Packaged Heat Pump,15571.44000,Non Inventory
12.5 TON RTU,INSTALL 12.5 TON CARRIER PACKAGE ROOFTOP HEAT PUMP UNIT COMPLETE INCLUDING,,Sales:Carrier - Turn to the experts:Roof Top Unit,17437.68000,Non Inventory
120 Pint Dehumidifier,INSTALL 120 PINT VENTILATING DE-HUMIDIFIER INCLUDING\CR\CR-CONNECT IN DUCTING\CR\CR-CONNECT TO CONDENSATE DRAIN\CR\CR-CONNECT TO HIGH VOLTAGE POWER\CR\CR-CONNECT IN L,,Sales:Dehumidifier,4828.00000,Inventory
1200-Refrigerant,"ADD CORRECT AMOUNT OF REFRIGERANT COMPLETE INCLUDING -1) MONITOR REFRIGERANT LEVELS, MEASURE TEMPERATURES & PRESSURES -2) RECORD ALL DATA FOR FUTURE R",,Service:Service Repairs:Refrigerant,1318.39000,Non Inventory
12K 17S SZMS,INSTALL 12K 17 SEER SAMSUNG SINGLE ZONE MINI SPLIT SYSTEM COMPLETE\CR,,Sales:Samsung Mini Splits,2651.00000,Non Inventory
12K RunTru 17 SEER Mini-Split,"INSTALL 12,000 BTU 17 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,4980.00000,Non Inventory
12K RunTru 18 SEER Mini-Split,"INSTALL 12,000 BTU 18 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,5403.00000,Non Inventory
12K RunTru 23 SEER Mini-Split,"INSTALL 12,000 BTU 23 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,5566.00000,Non Inventory
1300-Refrigerant,"ADD CORRECT AMOUNT OF REFRIGERANT COMPLETE INCLUDING -1) MONITOR REFRIGERANT LEVELS, MEASURE TEMPERATURES & PRESSURES -2) RECORD ALL DATA FOR FUTURE R",,Service:Service Repairs:Refrigerant,1425.33000,Non Inventory
14' 6 Blade,INSTALL BIG ASS 6 BLADE HI VELOCITY LO SPEED FAN COMPLETE INCLUDING \CR* INSTALLATION OF HIGH VOLTAGE ELECTRICAL TO FAN FROM PANEL BOX LOCATION \CR* WAL,,Ventilation Products:Big Ass Fans,15036.00000,Non Inventory
14' 8 Blade,INSTALL BIG ASS 8 BLADE HI VELOCITY LO SPEED FAN COMPLETE INCLUDING \CR* INSTALLATION OF HIGH VOLTAGE ELECTRICAL TO FAN FROM PANEL BOX LOCATION \CR* WAL,,Ventilation Products:Big Ass Fans,17641.33000,Non Inventory
14' 8 Blade - X3.0,INSTALL BIG ASS 8 BLADE POWERFOIL X3.0 HI VELOCITY LO SPEED FAN COMPLETE INCLUDING \CR* INSTALLATION OF HIGH VOLTAGE ELECTRICAL TO FAN FROM PANEL BOX L,,Ventilation Products:Big Ass Fans,22734.67000,Non Inventory
15 TON PHP,INSTALL 15 TON TRANE PACKAGE UNIT HEAT PUMP COMPLETE INCLUDING,,Sales:Trane:Packaged Heat Pump,17910.72000,Non Inventory
15 TON RTU,INSTALL 15 TON CARRIER PACKAGE ROOFTOP HEAT PUMP UNIT COMPLETE INCLUDING,,Sales:Carrier - Turn to the experts:Roof Top Unit,18353.52000,Non Inventory
15 TON SSHP,INSTALL 15 TON TRANE SPLIT SYSTEM HEAT PUMP COMPLETE INCLUDING,,Sales:Trane:Split Heat Pump,17740.00000,Non Inventory
15% Discount,15% Preferred Client Discount,,Service:Discounts,15.00000,Discount
"""15,000 BTU Motel Unit""","INSTALL 15,000 BTU HEAT PUMP MOTEL UNIT COMPLETE \CR- REMOVAL & DISPOSAL OF EXISTING UNIT \CR- CONNECT TO HIGH VOLTAGE WIRING INCLUDING INSTALLING NEW REC",,,0.00000,Non Inventory
"""18,000 Carrier Mini-Split""","INSTALL 18,000 BTU CARRIER MINI SPLIT SYSTEM COMPLETE INCLUDING\CR\CRMOUNT INDOOR UNIT TO WALL IN DESIRED LOCATION\CRINSTALL AND CONNECT ALL COPPER REFRIGER",,Sales:Carrier - Turn to the experts:Carrier Ductless Mini Split,6720.61000,Non Inventory
18-8 Wire 10',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,188.21000,Non Inventory
18-8 Wire 20',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,319.24000,Non Inventory
18-8 Wire 30',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,450.27000,Non Inventory
18-8 Wire 40',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,581.28000,Non Inventory
18-8 Wire 5',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,0.00000,Inventory
18-8 Wire 50',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,712.31000,Non Inventory
18-8 Wire 60',REPLACE 18-8 THERMOSTAT WIRE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Electrical Repairs,843.33000,Inventory
18K 17S SZMS-Quantum,INSTALL 18K 17 SEER SAMSUNG SINGLE ZONE MINI SPLIT SYSTEM COMPLETE\CR\CR\CR,,Sales:Samsung Mini Splits,3446.00000,Non Inventory
18K 17S SZMS-Wind Free,INSTALL 18K BTU 17 SEER SAMSUNG *WIND FREE* SINGLE ZONE MINI SPLIT SYSTEM COMPLETE,,Sales:Samsung Mini Splits,4967.00000,Non Inventory
18K Mini Split,,,Sales:Amana - Motel Units,0.00000,Inventory
18K RunTru 17 SEER Mini-Split,"INSTALL 18,000 BTU 17 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,5892.00000,Non Inventory
18K RunTru 18 SEER Mini-Split,"INSTALL 18,000 BTU 18 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,6532.00000,Non Inventory
18K RunTru 23 SEER Mini-Split,"INSTALL 18,000 BTU 23 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,6783.00000,Non Inventory
2 Stage Zone Control Panel,INSTALL 2 STAGE EWC ZONE BOARD COMPLETE INCLUDING -CONNECT INTO LOW & HIGH VOLTAGE WIRING -RUN TEST TO ENSURE CORRECT OPERATION  -1 YR. REPLACEMENT CO,,Sales:Zone Controls,1101.27000,Non Inventory
2 Ton  XR14 RunTru SHP,INSTALL 2 TON XR14 SEER SINGLE-SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable C,,Sales:Run Tru:RunTru Split Heat Pump,11405.46000,Non Inventory
2 Ton 14-15 SEER AHU,INSTALL 14 SEER - 15 SEER COMPATIBLE 2 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
2 Ton 14-20 SEER AHU,INSTALL 14 SEER - 20 SEER COMPATIBLE 2 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
2 Ton 16 SEER Multi-Split,INSTALL 2 TON 16 SEER TRANE HEAT PUMP MULT-SPLIT COMPLETE INCLUDING \CR(Add in Inddoor Units),,Sales:Multi-Split,0.00000,Non Inventory
2 Ton Carrier SHP, - High-efficiency 2 Ton Carrier Small Heat Pump (SHP) unit\CR- Environmentally friendly R-410A refrigerant\CR- Quiet operation with variable-speed fan mot,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,0.00000,Inventory
2 Ton CO 14 GP,INSTALL 2 TON CO 14 SEER CARRIER GAS PACKAGE UNIT\CR\CR\CR,,Sales:Carrier - Turn to the experts:Gas Package,12708.07000,Non Inventory
2 Ton CO 14 PHP,INSTALL 2 TON CO 14 SEER CARRIERPACKAGE HEAT PUMP\CR\CR,,Sales:Carrier - Turn to the experts:Carrier Package Heat Pump,12393.46000,Non Inventory
2 Ton CO 14 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Inventory
2 Ton CO 15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2 Ton CO 15 SHP,INSTALL 2 TON COMFORT\CRSERIES 15 SEER CARRIER HEAT\CRPUMP SYSTEM COMPLETE\CRINCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remo,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,11879.28000,Inventory
2 Ton Concord Lynx 18 SHP,INSTALL 2 TON LYNX 18 VARIABLE SPEED CONCORD HEAT PUMP SYSTEM INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Variable Speed Indoor Fan\CR*Inc,,Sales:Concord:Concord Split Heat Pump,13208.15000,Non Inventory
2 Ton Hyperion Air Handler,NEW Trane Hyperion Air Handler Installation Including:\CR\CR- Removal and disposal of old air handler\CR- Installation of a new variable-speed Hyperion air,,Sales:Trane:Air Handler,7534.08000,Inventory
2 Ton IN 18 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2 Ton IN 18 SHP,INSTALL 2 TON INFINITY 18 SEER 5\CRSTAGE CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*5 Stage Compressor Variable Speed\CRIndoor Fan\CR*,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,21207.20000,Inventory
2 Ton IN 24 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2 Ton IN 24 SHP,INSTALL 2 TON INFINITY 24 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Increased Humidity Removal,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,24092.67000,Inventory
2 Ton Multi-Speed Air Handler,NEW Installation TEM4 Multi-Speed Air Handler Including\CR\CR- Removal and proper disposal of existing air handler\CR- Installation of new Trane TEM4 multi-,,,5556.85000,Inventory
2 Ton PDS,2 Ton PREMIUM SUPPLY & RETURN DUCTING SYSTEM\CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING SUPPLY & RETURN SYSTEM \CR-DAILY JOB-SITE CL,,Sales:New Ductwork,0.00000,Non Inventory
2 Ton PE 15 PHP,INSTALL 2 TON PE 15 SEER CARRIER PACKAGE HEAT PUMP\CR\CR,,Sales:Carrier - Turn to the experts:Carrier Package Heat Pump,14612.15000,Non Inventory
2 Ton PE 16 GP,INSTALL 2 TON PE 16 SEER CARRIER GAS PACKAGE UNIT\CR\CR,,Sales:Carrier - Turn to the experts:Gas Package,15342.33000,Non Inventory
2 Ton PE 17 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2 Ton PE 17 SHP,INSTALL 2 TON PERFORMANCE 17 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remova,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,16518.00000,Inventory
2 Ton XL14C DF,INSTALL 2 TON XL14C SEER SINGLE SPEED TRANE DUAL FUEL SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor Fan \CR*Inc,,Sales:Trane:Dual Fuel Package,10173.00000,Non Inventory
2 Ton XL15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,15449.00000,Non Inventory
2 Ton XL15 SHP,,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,16743.00000,Non Inventory
2 Ton XL15C GP,INSTALL 2 TON XL15C SEER SINGLE SPEED TRANE GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*In,,Sales:Trane:Gas Package,13875.00000,Non Inventory
2 Ton XL15C PHP,INSTALL 2 TON XL15C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor,,Sales:Trane:Packaged Heat Pump,14182.00000,Non Inventory
2 Ton XL16C DF,INSTALL 2 TON XL16C SEER DUAL SPEED TRANE DUAL FUEL SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increas,,Sales:Trane:Dual Fuel Package,12787.00000,Non Inventory
2 Ton XL17 SGA,INSTALL 2 TON Xl17 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humid,,Sales:Trane:Split Gas A/C,17325.00000,Non Inventory
2 Ton XL17 SHP,,,Sales:Trane:Split Heat Pump,17506.00000,Non Inventory
2 Ton XR14 RunTru PHP,INSTALL 2 TON 14 SEER RUN TRU HEAT PUMP PACKAGE UNIT COMPLETE\CR\CR,,Sales:Run Tru:RunTru Package Heat Pumps,9952.00000,Non Inventory
2 Ton XR14 RunTru SGA,INSTALL 2 TON 14 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,11451.00000,Non Inventory
2 Ton XR14 SGA,INSTALL 2 TON XR14 A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Comfort,,Sales:Trane:Split Gas A/C,13606.00000,Non Inventory
2 Ton XR14 SHP,INSTALL 2 TON XR14 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Co,,Sales:Trane:Split Heat Pump,13277.00000,Non Inventory
2 Ton XR14C GP,INSTALL 2 TON XR14C SEER SINGLE SPEED TRANE  GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliab,,Sales:Trane:Gas Package,12968.00000,Non Inventory
2 Ton XR14C PHP,INSTALL 2 TON XR14C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Re,,Sales:Trane:Packaged Heat Pump,13703.00000,Non Inventory
2 Ton XR15 RunTru SGA,INSTALL 2 TON 15 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,11838.00000,Non Inventory
2 Ton XR15 RunTru SHP,INSTALL 2 TON XR15 SEER SINGLE SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*I,,Sales:Run Tru:RunTru Split Heat Pump,12818.85000,Non Inventory
2 Ton XR15 SGA,INSTALL 2 TON XR15 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-hum,,Sales:Trane:Split Gas A/C,14655.00000,Non Inventory
2 Ton XR15 SHP,INSTALL 2 TON XR15 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*In,,Sales:Trane:Split Heat Pump,15733.00000,Non Inventory
2 Ton XR16 SHP,INSTALL 2 TON XR16 SEER DUAL STAGE TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increase,,Sales:Trane:Split Heat Pump,16480.00000,Non Inventory
